Bugname,id,total pass,total fail,line no,pass cover,fail cover,suspiciousness_score,Rank,AVG Rank,High Rank
Bears,131,283,128,87,0,1,1,1,34,1
Bears,131,283,128,88,0,1,1,1,,
Bears,131,283,128,107,0,1,1,1,,
Bears,131,283,128,108,0,1,1,1,,
Bears,131,283,128,112,0,1,1,1,,
Bears,131,283,128,114,0,1,1,1,,
Bears,131,283,128,115,0,1,1,1,,
Bears,131,283,128,119,0,1,1,1,,
Bears,131,283,128,120,0,1,1,1,,
Bears,131,283,128,122,0,1,1,1,,
Bears,131,283,128,123,0,1,1,1,,
Bears,131,283,128,126,0,1,1,1,,
Bears,131,283,128,128,0,1,1,1,,
Bears,131,283,128,129,0,1,1,1,,
Bears,131,283,128,130,0,1,1,1,,
Bears,131,283,128,132,0,1,1,1,,
Bears,131,283,128,133,0,1,1,1,,
Bears,131,283,128,135,0,1,1,1,,
Bears,131,283,128,137,0,1,1,1,,
Bears,131,283,128,139,0,1,1,1,,
Bears,131,283,128,140,0,1,1,1,,
Bears,131,283,128,142,0,1,1,1,,
Bears,131,283,128,143,0,1,1,1,,
Bears,131,283,128,145,0,1,1,1,,
Bears,131,283,128,147,0,1,1,1,,
Bears,131,283,128,149,0,1,1,1,,
Bears,131,283,128,150,0,1,1,1,,
Bears,131,283,128,152,0,1,1,1,,
Bears,131,283,128,155,0,1,1,1,,
Bears,131,283,128,157,0,4,1,1,,
Bears,131,283,128,158,0,3,1,1,,
Bears,131,283,128,159,0,3,1,1,,
Bears,131,283,128,163,0,1,1,1,,
Bears,131,283,128,164,0,1,1,1,,
Bears,131,283,128,165,0,1,1,1,,
Bears,131,283,128,167,0,1,1,1,,
Bears,131,283,128,194,0,1,1,1,,
Bears,131,283,128,195,0,1,1,1,,
Bears,131,283,128,196,0,1,1,1,,
Bears,131,283,128,197,0,1,1,1,,
Bears,131,283,128,200,0,1,1,1,,
Bears,131,283,128,201,0,1,1,1,,
Bears,131,283,128,202,0,1,1,1,,
Bears,131,283,128,206,0,1,1,1,,
Bears,131,283,128,207,0,1,1,1,,
Bears,131,283,128,208,0,1,1,1,,
Bears,131,283,128,212,0,1,1,1,,
Bears,131,283,128,213,0,1,1,1,,
Bears,131,283,128,214,0,1,1,1,,
Bears,131,283,128,218,0,1,1,1,,
Bears,131,283,128,219,0,1,1,1,,
Bears,131,283,128,220,0,1,1,1,,
Bears,131,283,128,221,0,1,1,1,,
Bears,131,283,128,222,0,1,1,1,,
Bears,131,283,128,223,0,1,1,1,,
Bears,131,283,128,224,0,1,1,1,,
Bears,131,283,128,311,0,1,1,1,,
Bears,131,283,128,315,0,1,1,1,,
Bears,131,283,128,317,0,1,1,1,,
Bears,131,283,128,318,0,1,1,1,,
Bears,131,283,128,320,0,1,1,1,,
Bears,131,283,128,321,0,1,1,1,,
Bears,131,283,128,335,0,1,1,1,,
Bears,131,283,128,336,0,1,1,1,,
Bears,131,283,128,40,7,128,0.975862069,2,,
Bears,131,283,128,41,7,128,0.975862069,2,,
Bears,131,283,128,89,0,0,0,67,,
Bears,131,283,128,90,0,0,0,67,,
Bears,131,283,128,91,0,0,0,67,,
Bears,131,283,128,92,0,0,0,67,,
Bears,131,283,128,93,0,0,0,67,,
Bears,131,283,128,94,0,0,0,67,,
Bears,131,283,128,95,0,0,0,67,,
Bears,131,283,128,96,0,0,0,67,,
Bears,131,283,128,97,0,0,0,67,,
Bears,131,283,128,98,0,0,0,67,,
