Csv,1,33,1,159,16,1,0.6734693878,1,1,,
Csv,1,33,1,146,21,1,0.6111111111,2,2,,
Csv,1,33,1,147,21,1,0.6111111111,2,2,,
Csv,1,33,1,148,21,1,0.6111111111,2,2,,
Csv,1,33,1,150,21,1,0.6111111111,2,2,,
Csv,1,33,1,57,32,1,0.5076923077,3,6,,
Csv,1,33,1,58,32,1,0.5076923077,3,6,,
Csv,1,33,1,61,32,1,0.5076923077,3,6,,
Csv,1,33,1,62,32,1,0.5076923077,3,6,,
Csv,1,33,1,76,32,1,0.5076923077,3,6,,
Csv,1,33,1,52,33,1,0.5,4,11,,
Csv,1,33,1,59,26,0,0,5,12,,
Csv,1,33,1,81,2,0,0,5,12,,
Csv,1,33,1,82,1,0,0,5,12,,
Csv,1,33,1,85,1,0,0,5,12,,
Csv,1,33,1,87,1,0,0,5,12,,
Csv,1,33,1,89,1,0,0,5,12,,
Csv,1,33,1,90,1,0,0,5,12,,
Csv,1,33,1,91,1,0,0,5,12,,"6,6"
Csv,1,33,1,95,1,0,0,5,12,,
Csv,1,33,1,100,1,0,0,5,12,,
Csv,1,33,1,106,1,0,0,5,12,,
Csv,1,33,1,123,4,0,0,5,12,,
Csv,1,33,1,125,4,0,0,5,12,,
Csv,1,33,1,126,3,0,0,5,12,,
Csv,1,33,1,127,2,0,0,5,12,,
Csv,1,33,1,129,3,0,0,5,12,,
Csv,1,33,1,131,2,0,0,5,12,,
Csv,1,33,1,134,4,0,0,5,12,,
,,,,,,,,,,,
,,,,,,,,,,,
,,"Csv,1,3,3",,,,,,,,,
