Compress,1,1,1,85,1,1,0.5,1,1,,,,
Compress,1,1,1,86,1,1,0.5,1,1,,,,
Compress,1,1,1,87,1,1,0.5,1,1,,,,
Compress,1,1,1,97,1,1,0.5,1,1,,,,
Compress,1,1,1,98,1,1,0.5,1,1,,,,
Compress,1,1,1,107,1,1,0.5,1,1,,,,
Compress,1,1,1,108,1,1,0.5,1,1,,,,
Compress,1,1,1,120,1,1,0.5,1,1,,,,
Compress,1,1,1,121,1,1,0.5,1,1,,,,
Compress,1,1,1,122,1,1,0.5,1,1,,,,
Compress,1,1,1,126,1,1,0.5,1,1,,,,
Compress,1,1,1,131,1,1,0.5,1,1,,,,
Compress,1,1,1,132,1,1,0.5,1,1,,,,
Compress,1,1,1,149,1,1,0.5,1,1,,,,
Compress,1,1,1,150,1,1,0.5,1,1,,,,
Compress,1,1,1,151,1,1,0.5,1,1,,,,
Compress,1,1,1,154,1,1,0.5,1,1,,,,
Compress,1,1,1,155,1,1,0.5,1,1,,,,
Compress,1,1,1,160,1,1,0.5,1,1,,,,
Compress,1,1,1,164,1,1,0.5,1,1,,,,
Compress,1,1,1,168,1,1,0.5,1,1,,,,
Compress,1,1,1,169,1,1,0.5,1,1,,,,
Compress,1,1,1,170,1,1,0.5,1,1,,,,
Compress,1,1,1,173,1,1,0.5,1,1,,,,
Compress,1,1,1,174,1,1,0.5,1,1,,,,
Compress,1,1,1,175,1,1,0.5,1,1,,,,
Compress,1,1,1,176,1,1,0.5,1,1,,,,
Compress,1,1,1,177,1,1,0.5,1,1,,,,
Compress,1,1,1,178,1,1,0.5,1,1,,,,
Compress,1,1,1,195,1,1,0.5,1,1,,,,
Compress,1,1,1,196,1,1,0.5,1,1,,,,
Compress,1,1,1,197,1,1,0.5,1,1,,,,
Compress,1,1,1,198,1,1,0.5,1,1,,,,
Compress,1,1,1,199,1,1,0.5,1,1,,,,
Compress,1,1,1,200,1,1,0.5,1,1,,,,
Compress,1,1,1,201,1,1,0.5,1,1,,,,
Compress,1,1,1,202,1,1,0.5,1,1,,,,
Compress,1,1,1,203,1,1,0.5,1,1,,,,
Compress,1,1,1,204,1,1,0.5,1,1,,,,
Compress,1,1,1,205,1,1,0.5,1,1,,,,
Compress,1,1,1,206,1,1,0.5,1,1,,,,
Compress,1,1,1,207,1,1,0.5,1,1,,,,
Compress,1,1,1,208,1,1,0.5,1,1,,,,
Compress,1,1,1,209,1,1,0.5,1,1,,,,
Compress,1,1,1,210,1,1,0.5,1,1,,,,
Compress,1,1,1,250,1,1,0.5,1,1,,,,
Compress,1,1,1,251,1,1,0.5,1,1,,,,
Compress,1,1,1,253,1,1,0.5,1,1,,,,
Compress,1,1,1,258259,1,1,0.5,1,1,,,,
Compress,1,1,1,263,1,1,0.5,1,1,,,,
Compress,1,1,1,268,1,1,0.5,1,1,,,,
Compress,1,1,1,269,1,1,0.5,1,1,,,,
Compress,1,1,1,270,1,1,0.5,1,1,,,,
Compress,1,1,1,287,1,1,0.5,1,1,,,,
Compress,1,1,1,289,1,1,0.5,1,1,,,,
Compress,1,1,1,290,1,1,0.5,1,1,,,,
Compress,1,1,1,292,1,1,0.5,1,1,,,,
Compress,1,1,1,296,1,1,0.5,1,1,,,,
Compress,1,1,1,299,1,1,0.5,1,1,,,,
Compress,1,1,1,302,1,1,0.5,1,1,,,,
Compress,1,1,1,303,1,1,0.5,1,1,,,,
Compress,1,1,1,304,1,1,0.5,1,1,,,,
Compress,1,1,1,344,1,1,0.5,1,1,,,,
Compress,1,1,1,345,1,1,0.5,1,1,,,,
Compress,1,1,1,346,1,1,0.5,1,1,,,,
Compress,1,1,1,347,1,1,0.5,1,1,,,,
Compress,1,1,1,351,1,1,0.5,1,1,,,,
Compress,1,1,1,352,1,1,0.5,1,1,,,,
Compress,1,1,1,353,1,1,0.5,1,1,,,,
Compress,1,1,1,354,1,1,0.5,1,1,,,,"89,89"
Compress,1,1,1,355,1,1,0.5,1,1,,,,
Compress,1,1,1,365,1,1,0.5,1,1,,,,
Compress,1,1,1,367,1,1,0.5,1,1,,,,
Compress,1,1,1,368,1,1,0.5,1,1,,,,
Compress,1,1,1,369,1,1,0.5,1,1,,,,
Compress,1,1,1,370,1,1,0.5,1,1,,,,
Compress,1,1,1,377,1,1,0.5,1,1,,,,
Compress,1,1,1,378,1,1,0.5,1,1,,,,
Compress,1,1,1,379,1,1,0.5,1,1,,,,
Compress,1,1,1,380,1,1,0.5,1,1,,,,
Compress,1,1,1,382,1,1,0.5,1,1,,,,
Compress,1,1,1,384,1,1,0.5,1,1,,,,
Compress,1,1,1,386,1,1,0.5,1,1,,,,
Compress,1,1,1,389,1,1,0.5,1,1,,,,
Compress,1,1,1,390,1,1,0.5,1,1,,,,
Compress,1,1,1,391,1,1,0.5,1,1,,,,
Compress,1,1,1,401,1,1,0.5,1,1,,,,
Compress,1,1,1,402,1,1,0.5,1,1,,,,
Compress,1,1,1,343,0,0,0,2,89,,,,
,,,,,,,,,,,,,
,,,"Compress,1,89,89",,,,,,,,,,
